"ccode","session","year","country_label","is_asean","IdealPoint_All","NVotes_All","IdealPoint_HR","NVotes_HR","IdealPoint_Nuclear","NVotes_Nuclear","IdealPoint_ME","NVotes_ME","IdealPoint_Important","NVotes_Important","IdealPoint_NoNukes","NVotes_NoNukes"
830,74,2019,"Singapore",TRUE,-0.4694771,91,-0.668869,14,-0.1922078,17,-0.741541,14,NA,NA,-0.5074067,74
835,39,1984,"Brunei",TRUE,-0.08972363,146,-0.02640765,15,-0.4188672,23,-0.4405315,33,-0.0499933,8,-0.07181283,123
835,40,1985,"Brunei",TRUE,-0.1408778,148,-0.1690364,15,-0.4328101,24,-0.4280014,31,0.07598724,9,-0.1076631,124
835,41,1986,"Brunei",TRUE,-0.1691447,150,-0.3214302,23,-0.4918574,23,-0.4988161,29,0.07332912,10,-0.1132608,127
835,42,1987,"Brunei",TRUE,-0.2664647,141,-0.4111796,19,-0.5262451,19,-0.535946,30,0.1684867,9,-0.2212988,122
835,43,1988,"Brunei",TRUE,-0.3529251,134,-0.6667111,18,-0.5592474,20,-0.6306737,30,0.1001215,6,-0.3285963,114
835,44,1989,"Brunei",TRUE,-0.3431976,113,-0.6351044,13,-0.5739119,19,-0.6488364,29,0.137277,14,-0.2830465,94
835,45,1990,"Brunei",TRUE,-0.5349136,85,-0.6088898,10,-0.5806815,17,-0.6917878,27,-0.06349863,7,-0.5454353,68
835,46,1991,"Brunei",TRUE,-0.9457799,74,-1.062582,11,-0.6149573,11,-0.7010546,28,-0.6911773,9,-0.9439426,63
835,47,1992,"Brunei",TRUE,-0.8762826,73,-0.9426582,11,-0.6549462,9,-0.7836194,26,-0.8476084,15,-0.8149131,64
835,48,1993,"Brunei",TRUE,-0.9291922,64,-0.9199309,11,-0.7067849,5,-0.8916373,21,-0.9523052,12,-0.8445804,59
835,49,1994,"Brunei",TRUE,-0.8449204,66,-0.8897637,14,-0.7622126,10,-1.062569,19,-0.9522622,14,-0.7401751,56
835,50,1995,"Brunei",TRUE,-0.9581053,81,-0.9574098,14,-0.7433553,12,-1.154872,20,-0.9421772,28,-0.9592632,69
835,51,1996,"Brunei",TRUE,-0.7598371,74,-0.9102007,17,-0.7249289,11,-1.054026,22,-0.7454198,11,-0.7693885,63
835,52,1997,"Brunei",TRUE,-0.6829524,72,-0.8083361,20,-0.3945582,9,-1.015958,22,-1.037646,11,-0.9983389,63
835,53,1998,"Brunei",TRUE,-0.8435711,64,-0.8817544,14,-0.4302872,11,-0.9455819,21,-1.008675,10,-0.9846745,53
835,54,1999,"Brunei",TRUE,-0.8771919,66,-0.7043323,19,-0.4674703,10,-0.8371324,20,-0.9717485,13,-0.8961079,56
835,55,2000,"Brunei",TRUE,-0.8651316,67,-0.5782314,17,-0.490502,11,-0.7561854,22,-1.324645,10,-0.8576221,56
835,56,2001,"Brunei",TRUE,-0.9916943,67,-0.7838709,21,-0.525542,10,-0.7496137,20,-1.250981,10,-0.983983,57
835,57,2002,"Brunei",TRUE,-0.8080824,74,-0.6427945,19,-0.5366824,14,-0.7720208,22,-1.183168,13,-0.7732675,60
835,58,2003,"Brunei",TRUE,-1.183856,76,-0.9819994,22,-0.5715448,11,-0.8658563,19,-1.363595,13,-1.194594,65
835,59,2004,"Brunei",TRUE,-0.7775941,72,-0.6559273,19,-0.5644122,12,-0.8335108,17,-1.17623,8,-0.7981439,60
835,60,2005,"Brunei",TRUE,-0.9764973,75,-1.031534,20,-0.5838472,11,-0.7913464,15,-1.093231,10,-0.9550736,64
835,61,2006,"Brunei",TRUE,-0.9578211,91,-0.8763946,27,-0.596872,13,-0.7470242,19,-0.8885234,12,-0.9712708,78
835,62,2007,"Brunei",TRUE,-0.6129482,79,-0.5795532,26,-0.6141107,12,-0.6929676,15,-0.4793443,12,-0.5836365,67
835,63,2008,"Brunei",TRUE,-0.5879683,76,-0.5779438,26,-0.6132537,13,-0.6985117,16,-0.6963326,12,-0.6008199,63
835,64,2009,"Brunei",TRUE,-0.8986147,68,-0.8626051,24,-0.6266537,13,-0.699524,16,-0.9910817,12,-0.9136992,55
835,65,2010,"Brunei",TRUE,-0.9992294,68,-1.031525,23,-0.6039953,13,-0.6763373,16,-0.9752126,13,-1.04066,55
835,66,2011,"Brunei",TRUE,-0.9469778,66,-1.075188,22,-0.5983851,12,-0.6696804,15,-1.025817,10,-1.033334,54
835,67,2012,"Brunei",TRUE,-0.8864694,69,-0.9714146,22,-0.600452,15,-0.6796245,16,-0.9652026,8,-0.9344428,54
835,68,2013,"Brunei",TRUE,-0.9862823,64,-1.060585,21,-0.5821805,12,-0.7029414,16,-1.028569,11,-1.035162,52
835,69,2014,"Brunei",TRUE,-1.037055,79,-1.05261,17,-0.5823741,14,-0.7266026,15,-1.108694,13,-1.071254,65
835,70,2015,"Brunei",TRUE,-1.049026,73,-0.9701724,20,-0.5796684,19,-0.7456424,14,-1.03093,13,-1.036251,54
835,71,2016,"Brunei",TRUE,-0.9164218,77,-1.051198,18,-0.5667181,18,-0.7538817,13,-0.7583802,13,-0.8989777,59
835,72,2017,"Brunei",TRUE,-0.9267896,90,-0.8107669,29,-0.5876703,16,-0.7942455,17,-0.909303,17,-0.9286985,74
835,73,2018,"Brunei",TRUE,-0.9243476,94,-0.9998085,22,-0.5822231,16,-0.7729728,16,-0.8912369,15,-0.8994546,78
835,74,2019,"Brunei",TRUE,-0.8108705,91,-0.8954882,14,-0.5561355,17,-0.7725438,14,NA,NA,-0.8040564,74
840,22,1967,"Philippines",TRUE,0.7157356,57,NA,NA,NA,NA,NA,NA,NA,NA,0.69745,53
840,23,1968,"Philippines",TRUE,0.3817123,51,NA,NA,NA,NA,NA,NA,NA,NA,0.3752006,47
840,24,1969,"Philippines",TRUE,0.4316826,43,NA,NA,NA,NA,NA,NA,NA,NA,0.4105685,41
840,25,1970,"Philippines",TRUE,0.4174802,67,0.7142327,14,NA,NA,NA,NA,NA,NA,0.4056742,64
840,26,1971,"Philippines",TRUE,0.456761,109,0.7606194,8,NA,NA,NA,NA,NA,NA,0.4574971,104
840,27,1972,"Philippines",TRUE,0.478549,100,0.5088937,15,NA,NA,NA,NA,NA,NA,0.4662274,92
840,28,1973,"Philippines",TRUE,0.1290621,87,0.07186639,23,NA,NA,NA,NA,NA,NA,0.1029819,82
840,29,1974,"Philippines",TRUE,0.2499495,73,-0.1557621,20,NA,NA,-1.115632,9,NA,NA,0.2517764,62
840,30,1975,"Philippines",TRUE,0.2163237,69,0.004643374,21,NA,NA,-1.102208,9,NA,NA,0.1788778,58
840,31,1976,"Philippines",TRUE,-0.1537035,87,0.06883274,17,NA,NA,-1.129673,12,NA,NA,-0.1783086,78
840,32,1977,"Philippines",TRUE,0.07869225,90,-0.04918405,19,NA,NA,-1.069842,12,NA,NA,0.07913208,81
840,33,1978,"Philippines",TRUE,0.05361505,127,-0.2777184,16,-0.6197473,17,-0.2583567,16,NA,NA,0.06708986,110
840,34,1979,"Philippines",TRUE,0.01516373,122,-0.183097,16,-0.5849283,16,0.07790073,23,NA,NA,-0.01348115,106
840,35,1980,"Philippines",TRUE,0.002164554,103,-0.1167971,18,-0.6264596,17,-0.0758455,22,NA,NA,0.07947234,86
840,36,1981,"Philippines",TRUE,-0.1584312,133,0.2607124,13,-0.7468769,19,-0.1486353,33,NA,NA,-0.04476214,114
840,37,1982,"Philippines",TRUE,0.1908585,157,0.02096772,21,-0.04885601,26,0.08654333,34,NA,NA,0.09648096,131
840,38,1983,"Philippines",TRUE,0.257344,147,0.05022227,19,0.3833613,32,0.1591886,35,0.4994162,8,0.1101778,115
840,39,1984,"Philippines",TRUE,0.006154042,142,0.1065769,14,0.3321575,20,-0.03348271,32,0.384292,8,-0.04856549,122
840,40,1985,"Philippines",TRUE,-0.01571149,141,0.1882614,16,0.101548,21,-0.1028219,30,0.2749782,9,0.03569701,120
840,41,1986,"Philippines",TRUE,-0.1589853,153,0.1022054,24,-0.1308381,24,-0.1539091,29,0.267541,10,-0.08955245,129
840,42,1987,"Philippines",TRUE,-0.2068305,141,0.05972784,19,-0.1919775,19,-0.1021749,29,0.3471392,9,-0.1657225,122
840,43,1988,"Philippines",TRUE,-0.02731405,134,0.3022018,18,-0.2691195,21,-0.1441156,30,0.4248888,6,0.03184377,113
840,44,1989,"Philippines",TRUE,-0.1117196,116,0.4126863,13,-0.3474271,20,-0.1414738,29,0.1958638,14,-0.01639273,96
840,45,1990,"Philippines",TRUE,-0.6069349,86,-0.01523469,10,-0.4390384,17,-0.465506,27,-0.1771352,8,-0.4697304,69
840,46,1991,"Philippines",TRUE,-0.7452802,73,-0.1435479,11,-0.4817282,11,-0.6219962,27,-0.5230845,10,-0.6866854,62
840,47,1992,"Philippines",TRUE,-0.4371732,74,-0.261134,11,-0.5655001,9,-0.7122382,26,-0.8966343,16,-0.3584306,65
840,48,1993,"Philippines",TRUE,-0.7014838,65,-0.6602574,11,-0.6011271,5,-0.9156296,21,-1.111784,13,-0.62303,60
840,49,1994,"Philippines",TRUE,-0.5142468,68,-0.7553855,14,-0.6753838,10,-1.000927,19,-0.9609737,15,-0.4089786,58
840,50,1995,"Philippines",TRUE,-0.5233329,81,-0.6549062,14,-0.6906669,12,-1.120516,20,-0.5337751,28,-0.4794963,69
840,51,1996,"Philippines",TRUE,-0.6307118,73,-0.5975725,17,-0.713425,11,-1.090276,22,-0.5663145,10,-0.6198654,62
840,52,1997,"Philippines",TRUE,-0.8619583,72,-0.7939439,20,-0.6777317,9,-1.049513,22,-0.8795971,11,-0.8820109,63
840,53,1998,"Philippines",TRUE,-0.8715408,64,-0.9841637,14,-0.6569429,11,-0.8825508,21,-1.010956,10,-0.92036,53
840,54,1999,"Philippines",TRUE,-0.8306408,66,-0.8680518,19,-0.6691434,10,-0.8379524,21,-0.9397624,11,-0.818881,56
840,55,2000,"Philippines",TRUE,-0.4823561,66,-0.4132556,17,-0.6607783,11,-0.8146067,22,-0.7758582,10,-0.4444176,55
840,56,2001,"Philippines",TRUE,-0.3840552,69,-0.2861886,21,-0.6701406,10,-0.7314427,22,-0.6210965,10,-0.345498,59
840,57,2002,"Philippines",TRUE,-0.4697146,75,-0.2771855,19,-0.6470735,14,-0.7556676,22,-0.6293504,13,-0.4065687,61
840,58,2003,"Philippines",TRUE,-0.5199551,75,-0.3296264,22,-0.6489199,11,-0.728502,18,-0.6718832,13,-0.4775468,64
840,59,2004,"Philippines",TRUE,-0.4303349,71,-0.3189881,19,-0.6498188,12,-0.2724607,16,-0.2402985,8,-0.4060881,59
840,60,2005,"Philippines",TRUE,-0.4571134,74,-0.3052638,20,-0.6760677,11,-0.07154967,15,-0.2247224,10,-0.383572,63
840,61,2006,"Philippines",TRUE,-0.482785,90,-0.2881983,27,-0.6637515,13,-0.01380175,19,-0.1473264,12,-0.4459018,77
840,62,2007,"Philippines",TRUE,-0.4480078,79,-0.3748332,26,-0.6867954,12,0.0163557,15,-0.2119129,12,-0.4143721,67
840,63,2008,"Philippines",TRUE,-0.4979418,74,-0.3719591,26,-0.6793301,12,0.04371476,16,-0.2387948,12,-0.4880237,62
840,64,2009,"Philippines",TRUE,-0.5049389,65,-0.3891073,21,-0.6818524,13,0.01733114,16,-0.262188,11,-0.4748931,52
840,65,2010,"Philippines",TRUE,-0.5070622,68,-0.3893896,23,-0.6927859,13,0.04638005,16,-0.2249841,13,-0.4707105,55
840,66,2011,"Philippines",TRUE,-0.3497964,67,-0.4421448,24,-0.6664863,12,0.02372437,15,-0.2073458,10,-0.3646514,55
840,67,2012,"Philippines",TRUE,-0.4531034,69,-0.3947816,22,-0.6311827,15,-0.06609457,16,-0.192416,8,-0.4468607,54
840,68,2013,"Philippines",TRUE,-0.5136665,63,-0.4724688,21,-0.6403246,12,-0.05377955,15,-0.210162,11,-0.4852449,51
840,69,2014,"Philippines",TRUE,-0.4874269,78,-0.370641,18,-0.623537,14,-0.1425078,14,-0.1684867,13,-0.4619835,64
840,70,2015,"Philippines",TRUE,-0.5061276,73,-0.3419481,20,-0.6152057,19,-0.1503485,14,-0.1683234,13,-0.4351382,54
840,71,2016,"Philippines",TRUE,-0.7333866,78,-0.5686013,18,-0.5848379,18,-0.1500555,13,-0.6320737,13,-0.7634986,60
840,72,2017,"Philippines",TRUE,-0.8038916,90,-0.8207153,29,-0.5851394,16,-0.06069535,17,-0.4346881,17,-0.8445546,74
840,73,2018,"Philippines",TRUE,-0.345573,95,-0.6168843,22,-0.3538351,16,-0.1578075,16,-0.3302138,16,-0.4417928,79
840,74,2019,"Philippines",TRUE,-0.4390589,91,-0.8368738,14,-0.2269259,17,-0.1933849,14,NA,NA,-0.6566757,74
850,22,1967,"Indonesia",TRUE,-0.6729516,57,NA,NA,NA,NA,NA,NA,NA,NA,-0.6735546,53
850,23,1968,"Indonesia",TRUE,-0.2796447,47,NA,NA,NA,NA,NA,NA,NA,NA,-0.2755993,43
850,24,1969,"Indonesia",TRUE,-0.5244121,42,NA,NA,NA,NA,NA,NA,NA,NA,-0.5390705,40
850,25,1970,"Indonesia",TRUE,-0.2869801,65,0.03717709,14,NA,NA,NA,NA,NA,NA,-0.2999495,62
850,26,1971,"Indonesia",TRUE,-0.2521065,120,-0.2724767,8,NA,NA,NA,NA,NA,NA,-0.2543421,115
850,27,1972,"Indonesia",TRUE,-0.252745,101,-0.3978468,15,NA,NA,NA,NA,NA,NA,-0.2507033,94
850,28,1973,"Indonesia",TRUE,-0.0760203,91,-0.3459432,23,NA,NA,NA,NA,NA,NA,-0.07961772,86
850,29,1974,"Indonesia",TRUE,0.06495108,73,-0.40914,20,NA,NA,-1.015091,9,NA,NA,0.05584844,62
850,30,1975,"Indonesia",TRUE,-0.08496589,68,-0.3979517,21,NA,NA,-1.046859,9,NA,NA,-0.1334649,57
850,31,1976,"Indonesia",TRUE,-0.1538655,86,-0.08712776,17,NA,NA,-1.104394,12,NA,NA,-0.2046839,77
850,32,1977,"Indonesia",TRUE,-0.06446184,91,-0.06367452,19,NA,NA,-1.052491,13,NA,NA,-0.06494408,82
850,33,1978,"Indonesia",TRUE,-0.09862379,127,-0.2199045,16,-0.6277035,17,-0.9709421,16,NA,NA,-0.09453881,110
850,34,1979,"Indonesia",TRUE,-0.06708162,122,-0.3954394,16,-0.6261705,16,-0.6438833,23,NA,NA,-0.03012262,106
850,35,1980,"Indonesia",TRUE,-0.2135397,103,-0.3505192,18,-0.6709882,17,-0.5884729,22,NA,NA,-0.140415,86
850,36,1981,"Indonesia",TRUE,-0.3144702,134,-0.2207118,13,-0.7203762,19,-0.6322396,33,NA,NA,-0.1994397,115
850,37,1982,"Indonesia",TRUE,-0.3500995,158,-0.2637751,21,-0.789333,26,-0.5776694,34,NA,NA,-0.2921954,132
850,38,1983,"Indonesia",TRUE,-0.2669928,146,-0.07044219,19,-0.8261713,32,-0.5433151,36,0.04956814,8,-0.1776827,114
850,39,1984,"Indonesia",TRUE,-0.276008,148,-0.1222886,14,-0.831722,25,-0.475841,33,0.01611332,8,-0.2049041,123
850,40,1985,"Indonesia",TRUE,-0.4268037,153,-0.3390145,15,-0.8927411,25,-0.4669678,31,-0.1014516,8,-0.3355501,128
850,41,1986,"Indonesia",TRUE,-0.5426143,151,-0.8942784,23,-0.9281589,24,-0.4970795,28,-0.1583158,9,-0.5118087,127
850,42,1987,"Indonesia",TRUE,-0.5914532,142,-0.9716464,18,-0.9210049,20,-0.5522541,30,-0.3703611,8,-0.5412248,122
850,43,1988,"Indonesia",TRUE,-0.670573,136,-0.9778757,18,-0.9388758,21,-0.5808622,30,-0.5620346,6,-0.5868381,115
850,44,1989,"Indonesia",TRUE,-0.7345786,115,-0.9316756,13,-0.9037835,20,-0.6353736,29,-0.6157329,14,-0.6790096,95
850,45,1990,"Indonesia",TRUE,-0.8122087,86,-0.8373506,10,-0.9408967,17,-0.6478873,27,-0.7237296,8,-0.6809682,69
850,46,1991,"Indonesia",TRUE,-1.142011,74,-1.205626,11,-0.9621893,11,-0.656838,28,-1.190312,9,-1.09693,63
850,47,1992,"Indonesia",TRUE,-1.113237,74,-1.154864,11,-1.002056,9,-0.7477251,26,-1.249875,16,-1.011024,65
850,48,1993,"Indonesia",TRUE,-1.373436,65,-1.55867,11,-1.056742,5,-0.9053034,21,-1.50033,13,-1.276219,60
850,49,1994,"Indonesia",TRUE,-1.392622,67,-1.694341,14,-1.124141,10,-1.025778,19,-1.599264,15,-1.322793,57
850,50,1995,"Indonesia",TRUE,-1.364504,79,-1.634082,14,-1.228782,12,-1.14815,20,-1.178315,28,-1.272356,67
850,51,1996,"Indonesia",TRUE,-1.464736,72,-1.406337,17,-1.288867,11,-1.054217,22,-1.37731,11,-1.346744,61
850,52,1997,"Indonesia",TRUE,-1.29599,72,-1.368039,20,-1.263246,9,-1.0602,22,-1.404639,11,-1.280949,63
850,53,1998,"Indonesia",TRUE,-0.9823068,64,-1.174529,14,-1.16508,11,-0.9615781,21,-1.160968,10,-1.055375,53
850,54,1999,"Indonesia",TRUE,-0.9142857,66,-1.043611,19,-1.119654,10,-0.8621835,21,-1.022101,13,-0.9256897,56
850,55,2000,"Indonesia",TRUE,-0.9440358,66,-1.132634,17,-1.077228,11,-0.8232023,22,-1.055566,10,-0.9147701,55
850,56,2001,"Indonesia",TRUE,-0.9634497,68,-1.084989,21,-1.072342,10,-0.8038731,22,-1.143215,10,-0.9544265,58
850,57,2002,"Indonesia",TRUE,-0.9641271,74,-0.9954208,19,-1.013116,14,-0.7632841,22,-1.097083,13,-0.9482085,60
850,58,2003,"Indonesia",TRUE,-0.8835887,76,-1.006091,22,-1.013702,11,-0.741801,19,-0.9996436,13,-0.8990215,65
850,59,2004,"Indonesia",TRUE,-1.092105,72,-1.099873,19,-0.9694958,12,-0.7834607,17,-0.9686712,8,-1.121769,60
850,60,2005,"Indonesia",TRUE,-1.189872,74,-1.281534,20,-0.9751422,10,-0.8023726,15,-1.164341,10,-1.244672,64
850,61,2006,"Indonesia",TRUE,-1.230157,92,-1.330671,27,-0.9461565,13,-0.7125898,19,-1.402603,12,-1.286885,79
850,62,2007,"Indonesia",TRUE,-1.073251,79,-1.092348,26,-0.9342116,12,-0.6547271,15,-1.17299,12,-1.10686,67
850,63,2008,"Indonesia",TRUE,-1.041075,76,-1.001818,26,-0.9076114,13,-0.6474472,16,-1.008301,12,-1.058313,63
850,64,2009,"Indonesia",TRUE,-1.003387,68,-1.039658,24,-0.8659557,13,-0.6506821,16,-1.15194,12,-1.04606,55
850,65,2010,"Indonesia",TRUE,-1.171411,68,-1.076986,23,-0.8612145,13,-0.6731183,16,-1.153071,13,-1.226776,55
850,66,2011,"Indonesia",TRUE,-0.7867208,68,-0.6226259,24,-0.8858508,12,-0.6875546,15,-0.7003075,10,-0.7724633,56
850,67,2012,"Indonesia",TRUE,-0.9327182,69,-0.5739336,22,-0.8324274,15,-0.6927601,16,-0.6583269,8,-0.932294,54
850,68,2013,"Indonesia",TRUE,-0.92844,64,-0.7843392,21,-0.8085102,12,-0.7256581,16,-1.014588,11,-0.945637,52
850,69,2014,"Indonesia",TRUE,-1.124931,80,-0.8316384,18,-0.8062039,14,-0.7500713,15,-1.106311,13,-1.153854,66
850,70,2015,"Indonesia",TRUE,-1.053798,73,-0.7856849,20,-0.7455811,19,-0.7865731,14,-1.141816,13,-1.043384,54
850,71,2016,"Indonesia",TRUE,-0.9989701,78,-0.8215741,18,-0.7215959,18,-0.7810908,13,-0.74096,13,-0.967752,60
850,72,2017,"Indonesia",TRUE,-1.031272,90,-0.8056502,29,-0.6948794,16,-0.8110538,17,-0.9346489,17,-1.006313,74
850,73,2018,"Indonesia",TRUE,-1.09071,95,-0.965922,22,-0.6645563,16,-0.7999536,16,-0.9558749,16,-1.035849,79
850,74,2019,"Indonesia",TRUE,-0.8749062,91,-0.8875055,14,-0.6670048,17,-0.788455,14,NA,NA,-0.8621633,74
